10000000,-3.1
10000000,-3.7
10000000,-9.7
10000000,-9.5
10000000,-11.3
10000000,-3.1
10000000,-1.5
10000000,-3.2
10000000,-7.9
10000000,-2.0
20000000,-5.6
20000000,-9.8
20000000,-11.5
20000000,-5.7
20000000,-4.8
20000000,-5.6
20000000,-9.7
20000000,-2.5
20000000,-7.5
20000000,-5.3
30000000,-6.5
30000000,-9.8
30000000,-6.6
30000000,-1.3
30000000,-3.3
30000000,-8.0
30000000,-8.2
30000000,-9.4
30000000,-7.8
30000000,-9.6
40000000,-11.0
40000000,-9.0
40000000,-4.6
40000000,-8.2
40000000,-9.8
40000000,-9.2
40000000,-6.2
40000000,-2.8
40000000,-9.0
40000000,-9.0
50000000,-7.6
50000000,-1.9
50000000,-10.9
50000000,-8.6
50000000,-4.3
50000000,-8.5
50000000,-8.6
50000000,-10.6
50000000,-9.7
50000000,-10.3
60000000,-7.2
60000000,-5.0
60000000,-7.7
60000000,-12.0
60000000,-1.5
60000000,-5.4
60000000,-4.5
60000000,-5.1
60000000,-2.2
60000000,-11.4
70000000,-8.9
70000000,-3.4
70000000,-4.0
70000000,-6.6
70000000,-3.9
70000000,-2.1
70000000,-12.0
70000000,-8.6
70000000,-4.4
70000000,-9.4
80000000,-6.2
80000000,-2.4
80000000,-7.2
80000000,-11.2
80000000,-2.1
80000000,-8.0
80000000,-9.7
80000000,-5.7
80000000,-11.0
80000000,-2.8
90000000,-8.2
90000000,-9.8
90000000,-5.3
90000000,-11.5
90000000,-8.3
90000000,-6.7
90000000,-9.9
90000000,-3.4
90000000,-8.5
90000000,-10.8
100000000,-6.8
100000000,-4.4
100000000,-2.4
100000000,-8.2
100000000,-3.3
100000000,-7.9
100000000,-7.6
100000000,-4.7
100000000,-3.0
100000000,-7.6
110000000,-1.6
110000000,-5.2
110000000,-11.0
110000000,-1.0
110000000,-1.8
110000000,-7.1
110000000,-3.0
110000000,-8.0
110000000,-5.1
110000000,-11.5
120000000,-3.5
120000000,-5.8
120000000,-10.1
120000000,-10.2
120000000,-3.5
120000000,-8.5
120000000,-6.7
120000000,-7.3
120000000,-10.6
120000000,-9.9
130000000,-8.6
130000000,-6.7
130000000,-6.9
130000000,-6.0
130000000,-1.6
130000000,-10.8
130000000,-11.8
130000000,-8.2
130000000,-8.3
130000000,-6.5
140000000,-2.0
140000000,-7.2
140000000,-3.7
140000000,-10.3
140000000,-4.1
140000000,-6.1
140000000,-9.6
140000000,-10.3
140000000,-7.0
140000000,-10.3
150000000,-6.1
150000000,-3.7
150000000,-8.5
150000000,-6.0
150000000,-7.7
150000000,-3.4
150000000,-1.2
150000000,-4.9
150000000,-8.2
150000000,-6.6
160000000,-10.8
160000000,-7.6
160000000,-1.8
160000000,-5.4
160000000,-1.8
160000000,-8.1
160000000,-7.1
160000000,-5.4
160000000,-6.0
160000000,-4.0
170000000,-11.3
